siren,denomination,naf_code,effectif,ville,anciennete,taux_chomage,croissance_pib,target_defaut
399709302,J.Y.M.,68.20B,,MARSEILLE,32,,,0
399710961,SCI CONCORDE,68.20B,,MARSEILLE 9,32,,,0
399739952,CRC LOMBARDO,46.90Z,,MARSEILLE 5,31,,,0
399752070,LE TREFLE A QUATRE FEUILLES,68.20B,,AIX-EN-PROVENCE,31,,,0
399761329,DEMENAGEMENTS PEYSSON,49.42Z,20-49,AIX-EN-PROVENCE,31,,,0
399761485,W.D.,47.71Z,,AIX-EN-PROVENCE,31,,,0
399762079,EVOLUTION PISCINES AIX,47.64Z,,AIX-EN-PROVENCE,31,,,0
399763119,,32.13Z,,AIX-EN-PROVENCE,31,,,0
399784552,,52.2A,,MARSEILLE,31,,,0
399784776,PROVENCE MATERIEL MEDICAL,47.74Z,,MARSEILLE 12,32,,,0
399829407,COMPAGNIE DU GRAIN,90.02Z,,MARSEILLE,32,,,0
399839034,SAINT ANTOINE,55.10Z,,AIX-EN-PROVENCE,32,,,0
399840594,CHARLES DE GRACE,47.29Z,,MARSEILLE,32,,,0
399841501,DOCTEUR VETERINAIRE POLLICARDO STEFANIA SCP,75.00Z,3-5,AIX-EN-PROVENCE,31,,,0
399845601,ACM CONSULTANTS,69.20Z,,MARSEILLE 7,31,,,0
399861194,TEXTO FRANCE,47.72A,,AIX-EN-PROVENCE,31,,,0
399861897,MEGA MOTOS,45.40Z,,AIX-EN-PROVENCE,31,,,0
399872126,,85.1C,,MARSEILLE,32,,,0
399872662,,86.21Z,1-2,MARSEILLE,32,,,0
399874312,ENVERS D UNIVERS PRODUCTIONS,92.3B,,MARSEILLE 7,34,,,0
399879394,SEMAPHORE,74.1G,,MARSEILLE,31,,,0
399894716,SYNDICAT DES INDEPENDANTS,94.11Z,20-49,AIX-EN-PROVENCE,33,,,0
399897206,,45.20A,3-5,MARSEILLE,31,,,0
399900117,,52.4E,,MARSEILLE,31,,,0
399900828,,49.32Z,,MARSEILLE,32,,,0
399904044,SARL HEDIND CREATION,52.4X,,MARSEILLE,31,,,0
399913128,,49.32Z,,AIX EN PROVENCE,31,,,0
399919893,SCI LA CALISTINE,68.20A,,MARSEILLE,31,,,0
399920024,SCI SAMARA,68.20A,,MARSEILLE,31,,,0
399939099,SCI VERRERIE II,68.20A,,AIX-EN-PROVENCE,31,,,0
399939982,GOPIN ET PARTNERS,56.10C,50-99,AIX-EN-PROVENCE,31,,,0
399943547,INTERIEUR VERT,81.30Z,6-9,AIX-EN-PROVENCE,31,,,0
399958271,HAIR STYLE,96.02A,,MARSEILLE,31,,,0
399964063,,47.89Z,,MARSEILLE,31,,,0
399976232,,68.20A,,MARSEILLE,31,,,0
399979236,PLURIS,52.2G,,MARSEILLE,31,,,0
399984244,CARMEN FLEURS,52.4X,,MARSEILLE,31,,,0
399999481,AXIOMES,80.4C,,AIX-EN-PROVENCE,31,,,0
400016481,,55.3A,,MARSEILLE,31,,,0
400017489,,52.2A,,MARSEILLE,31,,,0
400024634,WANNITUBE,42.21Z,20-49,AIX-EN-PROVENCE,32,,,0
400024766,I D EDITIONS,58.14Z,,AIX-EN-PROVENCE,31,,,0
400026712,ANDREANI MARTINI,68.20A,,MARSEILLE,31,,,0
400028536,,46.15Z,,MARSEILLE,31,,,0
400030052,SCI JJM,68.20A,,MARSEILLE,31,,,0
400032926,,43.32A,,MARSEILLE,31,,,0
400035572,COPRO LE DELTA,81.10Z,1-2,MARSEILLE,42,,,0
400038774,RELAIS ENFANTS PARENTS,94.99Z,3-5,MARSEILLE,32,,,0
400047411,ASSOC UNION SPORTIVE BAILLE MARSEILLE,93.12Z,,MARSEILLE,32,,,0
400049094,ASS ETUDIANTS ECOLES COMMERCE MARSEILLE,94.99Z,,MARSEILLE,31,,,0
400053773,LES MEUBLES DE MON MOULIN,52.4H,,MARSEILLE 15,31,,,0
400056503,SNC VILA,70.1A,,AIX-EN-PROVENCE,31,,,0
400084935,A.A.NET,74.7Z,,MARSEILLE,31,,,0
400093423,,43.99A,,MARSEILLE,31,,,0
400093647,,47.89Z,,MARSEILLE,31,,,0
400097077,AIDE CONCRETE A L EMPLOI,74.5A,,MARSEILLE 4,31,,,0
400105102,GENEMATE GESTION NEGOCE MATERIEL,74.1G,,AIX-EN-PROVENCE,31,,,0
400123485,,85.59A,,MARSEILLE,31,,,0
400126983,,51.1T,,MARSEILLE,31,,,0
400145694,,45.4M,,MARSEILLE,32,,,0
400145694,,45.4M,,MARSEILLE,32,,,0
400173274,,86.90E,,MARSEILLE,32,,,0
400173274,,86.90E,,MARSEILLE,32,,,0
400173753,,86.22C,,MARSEILLE 4,31,,,0
400195129,SYNDIC COPRO 21 RUE DE LA LOGE,81.10Z,,MARSEILLE,42,,,0
400206694,,70.22Z,,AIX-EN-PROVENCE,31,,,0
400234902,,49.32Z,,MARSEILLE,31,,,0
400249298,AIXPORT,60.2L,,AIX EN PROVENCE,31,,,0
400249298,AIXPORT,60.2L,,AIX-EN-PROVENCE,31,,,0
400256046,,47.89Z,,MARSEILLE,31,,,0
400258620,,52.1B,,MARSEILLE,31,,,0
400283420,,55.3B,,MARSEILLE,32,,,0
400289039,MDP,46.73B,50-99,MARSEILLE,31,,,0
400294930,,71.11Z,,MARSEILLE,31,,,0
400307377,,86.21Z,,MARSEILLE,32,,,0
400309639,,86.90E,,MARSEILLE,32,,,0
400309761,,86.90D,,MARSEILLE,31,,,0
400321253,,43.34Z,,AIX-EN-PROVENCE,31,,,0
400322640,ID COMMUNICATION,18.13Z,,MARSEILLE 11,31,,,0
400328324,SCM MUSSOT TRUCHET,82.19Z,,MARSEILLE 11,31,,,0
400342606,SALON PREFERENCE,96.02A,,MARSEILLE 2,31,,,0
400344701,ASS RECHERCHE PHYSIOLOGIE NEUROMUSCULAIR,72.19Z,,MARSEILLE,31,,,0
400344818,ASSOCIATION PACA ASSISTANCE CONSEILS,70.22Z,,MARSEILLE 9,31,,,0
400345872,MIDI COSMETIQUES,46.45Z,,MARSEILLE,31,,,0
400404240,COLMAG IMPORT,46.90Z,3-5,MARSEILLE,31,,,0
400408944,LES AMIS DU 120EME CONGRES STE HIST SCIE,91.3E,,AIX-EN-PROVENCE,31,,,0
400435871,BHA,55.3B,,AIX EN PROVENCE,31,,,0
400438941,SUBTIL FRANCE,46.44Z,,AIX-EN-PROVENCE,31,,,0
400449351,GLOBAL HELI SERVICES,77.35Z,,MARSEILLE,31,,,0
400457552,C A & D CREATION AGENCE ET DIFFUSION,51.4S,,MARSEILLE,31,,,0
400461950,SFR FIBRE SAS,61.10Z,250-499,MARSEILLE,31,,,0
400461950,SFR FIBRE SAS,61.10Z,250-499,AIX-EN-PROVENCE,31,,,0
400466652,,86.90F,,AIX-EN-PROVENCE,32,,,0
400473732,,55.10Z,,MARSEILLE,32,,,0
400478608,,55.10Z,,MARSEILLE,31,,,0
400483632,HABITAT ET CADRE DE VIE,94.99Z,,MARSEILLE,31,,,0
400485975,KIRIROM,55.3A,,MARSEILLE,31,,,0
400486742,,15.8B,,MARSEILLE,31,,,0
400488540,ASSOCIATION MEDITERRANEENNE D INSERTION,91.3E,,MARSEILLE,31,,,0
400488540,ASSOCIATION MEDITERRANEENNE D INSERTION,91.3E,,MARSEILLE,31,,,0
400498432,SEM ARBOIS,70.3D,,AIX-EN-PROVENCE,31,,,0
400505327,G.I.C. GROUPE INTERNATIONAL DE COMMERCE,46.19B,,MARSEILLE,31,,,0
400512307,,82.99Z,,MARSEILLE,31,,,0
400513743,MD PRESTIGE,47.75Z,3-5,MARSEILLE,31,,,0
400517017,,70.22Z,,AIX-EN-PROVENCE,31,,,0
400517769,,43.32A,,MARSEILLE,31,,,0
400520227,SNC CLAVEL ET CIE,60.2L,,MARSEILLE,31,,,0
400525184,,43.34Z,,MARSEILLE,31,,,0
400537759,NUANCES COMPTOIR AIXOIS,46.73B,20-49,MARSEILLE,31,,,0
400540811,RECHERCHE ARTS & MEDIAS,94.99Z,,MARSEILLE,32,,,0
400547527,,70.10Z,,MARSEILLE,31,,,0
400547634,,86.90D,,MARSEILLE,31,,,0
400560397,,52.2A,,MARSEILLE,31,,,0
400567962,SOPHIE GUILHEMSANS PORCELAINE,23.41Z,,MARSEILLE,31,,,0
400587945,,36.1K,,MARSEILLE,31,,,0
400591475,,81.21Z,,MARSEILLE,31,,,0
400592135,ART ET MOUVEMENT,90.02Z,,MARSEILLE,33,,,0
400594545,,86.90D,,MARSEILLE,31,,,0
400601464,,74.2C,,AIX-EN-PROVENCE,31,,,0
400601944,SOCIETE MERIDIONALE APPLICATION TECHNIQU,45.4J,,MARSEILLE,31,,,0
400669032,,93.29Z,,MARSEILLE,31,,,0
400669172,A.S.E.L. AUTO SPORT ET LOISIRS,50.1Z,,MARSEILLE,31,,,0
400669271,,10.71B,,MARSEILLE 9EME,31,,,0
400673711,SOCIETE EXPLOITATION CAFE PASSEPORT,55.4B,,MARSEILLE,31,,,0
400677928,ASSIST APPLIC TECHNOLOGIES AVANCEES,24.1L,,MARSEILLE 16EME,31,,,0
400687000,,90.03B,,MARSEILLE,31,,,0
400696589,ADMINISTRATION IMMOBILIERE BEAUVALLE,00.0Z,,AIX-EN-PROVENCE,31,,,0
400698320,A.P.INVESTISSEMENTS,68.20A,,MARSEILLE,31,,,0
400702668,,74.7Z,,MARSEILLE,31,,,0
400703062,SCI SAINT THOMAS,68.20A,,MARSEILLE,31,,,0
400728424,,62.03Z,,MARSEILLE,31,,,0
400730727,ENTREPRISE ET FINANCE SUD,74.1G,,AIX-EN-PROVENCE,31,,,0
400734448,INNOVATION DEVELOPPEMENT FORMATION,85.59A,500-999,MARSEILLE,32,,,0
400741062,CARRY'S,18.2C,,MARSEILLE,31,,,0
400741302,,93.0D,,MARSEILLE,31,,,0
400742888,,55.3B,,MARSEILLE,31,,,0
400746145,FAUX PLAFONDS CLOISONS ISOLATION,43.39Z,,MARSEILLE 11,31,,,0
400746145,FAUX PLAFONDS CLOISONS ISOLATION,43.39Z,,MARSEILLE 4,31,,,0
400771705,SCANO,36.2C,,MARSEILLE 10,31,,,0
400777090,SOCIETE KARAFER,43.32B,1-2,MARSEILLE,31,,,0
400778098,S.M.G.B.,45.2V,,MARSEILLE,31,,,0
400791281,CARE COMMERCIAL CONSULTING STRATEGIE,70.22Z,,MARSEILLE 13,31,,,0
400831962,ASSOCIATION SPECTACOM,94.99Z,,MARSEILLE,32,,,0
400850152,SAINT THOMAS PRODUCTIONS SARL,59.11A,6-9,AIX-EN-PROVENCE,31,,,0
400850152,SAINT THOMAS PRODUCTIONS SARL,59.11A,6-9,MARSEILLE,31,,,0
400856332,,56.30Z,,MARSEILLE,31,,,0
400859146,,74.1G,,AIX EN PROVENCE,31,,,0
400859583,MARE NOSTRUM INTERNATIONAL,51.1T,,MARSEILLE 2,31,,,0
400859948,,45.2V,,MARSEILLE,31,,,0
400860276,,47.99A,,MARSEILLE,31,,,0
400860623,CHAPRON,68.20B,,MARSEILLE,31,,,0
400863403,COTE GESTION,70.22Z,1-2,MARSEILLE,31,,,0
400867255,TRAN LOU ET ASSOCIES,47.29Z,,MARSEILLE 2,31,,,0
400867677,SOCIETE IMMOBILIERE MERIDIONALE,68.10Z,,MARSEILLE,31,,,0
400869061,BLACK AND WHITE,55.3A,,MARSEILLE,31,,,0
400886958,GARAGE BUREL,70.2C,,MARSEILLE 3,31,,,0
400893939,,86.90D,,MARSEILLE,31,,,0
400895074,SYNDIC COPRO FODACLE BAT B,81.10Z,,MARSEILLE,31,,,0
400899399,,45.3F,,MARSEILLE,31,,,0
400900551,,81.21Z,,MARSEILLE,31,,,0
400900551,,81.21Z,,MARSEILLE,31,,,0
400941365,ENDOUME DISTRIBUTION,52.1C,,MARSEILLE 7,31,,,0
400942751,,47.89Z,,AIX-EN-PROVENCE,31,,,0
400955522,,01.49Z,,AIX-EN-PROVENCE,31,,,0
400958831,,15.8C,,MARSEILLE,31,,,0
400965661,MCM,74.2C,,MARSEILLE,31,,,0
400965661,MCM,74.2C,,MARSEILLE,31,,,0
401001219,,46.18Z,,MARSEILLE,31,,,0
401008032,CASSIOPEE,74.1J,,AIX-EN-PROVENCE,31,,,0
401008131,CENTRE DE FORMATION INTER PREV SECURITE,80.4C,,MARSEILLE,31,,,0
401009444,SARL SOPAV,68.31Z,,MARSEILLE 12,31,,,0
401010996,MSM VIEUX PORT,93.0B,,MARSEILLE,31,,,0
401012687,SNC CABOT ALIMENTATION,52.1B,,MARSEILLE 9,31,,,0
401015201,SNC MENOU ALBARET,52.3A,,MARSEILLE 3,31,,,0
401033634,STE FENETRES ET DECORS,45.4D,,MARSEILLE,31,,,0
401041108,,43.33Z,,MARSEILLE,31,,,0
401044581,FAMILLE FICHAUX FLIPO,66.30Z,,AIX-EN-PROVENCE,31,,,0
401064373,,75.00Z,,MARSEILLE,31,,,0
401072186,DIELEC SARL,43.21A,,MARSEILLE,31,,,0
401074976,MELKON,51.1T,,MARSEILLE 12,31,,,0
401080577,B.T.U. EXPERTS,74.3B,,MARSEILLE 2,31,,,0
401094420,AZNAG,55.3A,,MARSEILLE,31,,,0
401095559,AGDAL,51.1T,,MARSEILLE 15,31,,,0
401096250,SARL ENVIR'EAU,74.2C,,AIX-EN-PROVENCE,31,,,0
401109384,CLEAN'ARGENTERIE,47.52A,,MARSEILLE 7,31,,,0
401110655,JMP AUTOMOBILES,50.1Z,,MARSEILLE,31,,,0
401111075,,51.4S,,MARSEILLE 9EME,31,,,0
401112735,CAT'S COLLECTION,91.01Z,,MARSEILLE,31,,,0
401122635,,43.99C,,MARSEILLE,31,,,0
401137377,CULTURE ET PARTAGE,80.4D,,MARSEILLE 12,32,,,0
401147699,,70.3A,,AIX-EN-PROVENCE,31,,,0
401148374,CNAN GROUP SPA,50.10Z,,MARSEILLE,31,,,0
401152632,,47.82Z,,MARSEILLE,31,,,0
401166913,,96.02A,,MARSEILLE,31,,,0
401174172,,74.7Z,,MARSEILLE,31,,,0
401175492,GARAGE DE STRASBOURG,45.20A,,MARSEILLE,31,,,0
401175526,,43.32B,1-2,MARSEILLE,31,,,0
401180021,,45.20A,,MARSEILLE,31,,,0
401188867,ASSOCIATION JARDIN ECUREUIL,88.91A,20-49,MARSEILLE,31,,,0
401194865,INSTITUT MEDITER RECHERCHE ET CREATION,73.2Z,,MARSEILLE 2,31,,,0
401195565,,81.21Z,,MARSEILLE,31,,,0
401203575,,71.11Z,,MARSEILLE,31,,,0
401203575,,71.11Z,,MARSEILLE,31,,,0
401224704,MASSILIA FAMILY FILM,59.11C,,MARSEILLE,31,,,0
401242888,,68.20A,,MARSEILLE,31,,,0
401246277,,90.01Z,,AIX-EN-PROVENCE,31,,,0
401246889,,43.34Z,,AIX EN PROVENCE,31,,,0
401267380,SCI PATRICE CAPUANO,68.20A,,MARSEILLE 9,31,,,0
401279591,COPRO 148 STE CECILE,81.10Z,,MARSEILLE,42,,,0
401286588,,86.90F,,MARSEILLE,31,,,0
401298583,BLADIS,47.21Z,,MARSEILLE 14,31,,,0
401298583,BLADIS,47.21Z,,MARSEILLE 7,31,,,0
401303185,,43.99C,,MARSEILLE,31,,,0
401321575,,01.43Z,,AIX-EN-PROVENCE,31,,,0
401332630,SCI DEKEL,68.20B,,MARSEILLE,31,,,0
401350020,,82.19Z,,MARSEILLE 13EME,31,,,0
401352331,LE FOURNIL DE LA CALADE,47.24Z,,MARSEILLE,31,,,0
401355623,SUD CONCERTS,90.01Z,,MARSEILLE 3,31,,,0
401361043,,52.1B,,MARSEILLE,31,,,0
401361134,ASIA ATLANTIC GROUPE,46.49Z,10-19,MARSEILLE,31,,,0
401370135,,01.13Z,,AIX-EN-PROVENCE,32,,,0
401382767,,96.09Z,,MARSEILLE,31,,,0
401383583,,68.20A,,MARSEILLE,35,,,0
401386628,G CINQ,47.71Z,,AIX-EN-PROVENCE,31,,,0
401395934,,68.20A,,AIX-EN-PROVENCE,31,,,0
401408836,,81.30Z,,MARSEILLE,31,,,0
401419528,SOFTWAY MEDICAL BIOLOGIE,70.21Z,20-49,AIX EN PROVENCE,31,,,0
401419528,SOFTWAY MEDICAL BIOLOGIE,70.21Z,20-49,MARSEILLE,31,,,0
401424759,,52.6E,,MARSEILLE,31,,,0
401429659,SYND COPRO LE BROOKLYN,81.10Z,,MARSEILLE,42,,,0
401433404,SCI AMEN CORNER,68.20B,,MARSEILLE,31,,,0
401434790,SCI CSJ BALLARD,68.20B,,MARSEILLE,31,,,0
401453352,L ETOILE,68.20A,,AIX-EN-PROVENCE,31,,,0
401464086,MESKI,52.2C,,MARSEILLE,31,,,0
401464268,PAFIGE,64.20Z,,AIX-EN-PROVENCE,31,,,0
401464367,N-B PHOTO,74.20Z,,MARSEILLE 2,31,,,0
401468285,,55.3A,,MARSEILLE,32,,,0
401494935,SCI BROSSOLETTE,68.20B,,AIX EN PROVENCE,31,,,0
401495031,JARDIN SERVICE,81.30Z,20-49,MARSEILLE,31,,,0
401549464,SIMOTRANS,60.2L,,MARSEILLE 15,31,,,0
401552534,SARL WETTLING ET ASSOCIES,55.3A,,MARSEILLE,31,,,0
401552716,PE EXPORT,46.19B,,MARSEILLE,31,,,0
401552716,PE EXPORT,46.19B,,MARSEILLE,31,,,0
401563911,,52.2C,,MARSEILLE,31,,,0
401564687,,45.2V,,MARSEILLE,31,,,0
401580774,,59.11B,,MARSEILLE 14EME,31,,,0
401584271,,86.22C,,MARSEILLE,31,,,0
401612171,SCI MARGUERITE II,68.20A,,MARSEILLE,31,,,0
401614169,,56.10A,,MARSEILLE,31,,,0
401632179,,52.6E,,AIX-EN-PROVENCE,31,,,0
401636642,LITTORAL BLUE,00.0Z,,MARSEILLE,31,,,0
401637467,,56.10A,,MARSEILLE,31,,,0
401640073,LABEL COMMERCIALISATION,70.22Z,,MARSEILLE,31,,,0
401643838,GRAND LITTORAL ELECTRIQUE,68.20B,,MARSEILLE,31,,,0
401647524,,35.11Z,,AIX-EN-PROVENCE,31,,,0
401662549,S.E.T.R.A.M.,45.2V,,MARSEILLE,31,,,0
401663059,,52.6D,,MARSEILLE,31,,,0
401686712,LA BASTIDE NEUVE,68.20A,,MARSEILLE,31,,,0
401687025,SPANISH COW,68.20B,,AIX EN PROVENCE,31,,,0
401690458,,49.32Z,,AIX-EN-PROVENCE,31,,,0
401693395,,36.6E,,MARSEILLE 11,31,,,0
401715776,PARTENAIRES,52.4J,,MARSEILLE,31,,,0
401730783,,47.89Z,,MARSEILLE,31,,,0
401735733,,82.99Z,,MARSEILLE,31,,,0
401737176,,47.89Z,,MARSEILLE,31,,,0
401754650,,69.10Z,,MARSEILLE,31,,,0
401764865,,45.3A,,MARSEILLE,31,,,0
401768874,,47.82Z,,MARSEILLE,31,,,0
401769591,FINANCIERE STELLA,64.20Z,,MARSEILLE,31,,,0
401777610,LES FAUVETTES,55.10Z,,AIX-EN-PROVENCE,31,,,0
401780093,CARLOPIK,46.42Z,,MARSEILLE 9,31,,,0
401780671,MENUISERIE DELLA ROCCA FILS,43.32A,,MARSEILLE,31,,,0
401804554,,47.89Z,,AIX-EN-PROVENCE,31,,,0
401807151,,56.10A,10-19,MARSEILLE,31,,,0
401807573,ENTREPRISE MARSILIO,43.99C,,MARSEILLE,31,,,0
401837513,FLEXONE,51.1R,,MARSEILLE 12,31,,,0
401838065,AERO RENT,77.35Z,,AIX-EN-PROVENCE,31,,,0
401838149,,51.1R,,MARSEILLE,31,,,0
401864327,MONA LISA HOTELS ET RESIDENCES,55.10Z,,AIX EN PROVENCE,31,,,0
401864681,FORMATIONS SERVICES,85.59A,,MARSEILLE,31,,,0
401869227,EUROPEENNE D'IMPORT EXPORT,51.1T,,MARSEILLE 2,31,,,0
401877295,,86.22C,,MARSEILLE,31,,,0
401877386,,68.32B,,MARSEILLE,31,,,0
401892005,LAMPEDUSA,68.20B,,MARSEILLE 2,31,,,0
401905385,,68.31Z,,MARSEILLE,31,,,0
401919717,ENTREPRISE ANTOINE,45.1B,,MARSEILLE,31,,,0
401921366,SCI LES PASSONS,68.20B,,MARSEILLE,31,,,0
401924675,L'ETOILE,68.20B,,MARSEILLE,31,,,0
401931167,,52.6E,,MARSEILLE,31,,,0
401932959,,46.19B,,AIX-EN-PROVENCE,31,,,0
401940226,HIGH TECH MEDICAL,52.3C,,MARSEILLE,31,,,0
401946371,AUTO RAPIDO,45.20A,,MARSEILLE,31,,,0
401948245,DELOITTE CONSEIL,70.22Z,1000-1999,MARSEILLE 2E ARRONDISSEMENT,31,,,0
401989009,RECOFACT SUD EST,74.8K,,MARSEILLE 5,31,,,0
401995071,,96.02B,,MARSEILLE,31,,,0
402003859,,43.22A,,MARSEILLE,31,,,0
402011795,DRUNKEN SAILOR,55.4B,,AIX-EN-PROVENCE,31,,,0
402022115,SARL NICOLETTE,52.6E,,MARSEILLE 11,31,,,0
402033955,COPRO BEAUVALLON PINEDE,81.10Z,,MARSEILLE 9EME,42,,,0
402034110,,71.12B,,MARSEILLE,31,,,0
402041065,,86.22C,,MARSEILLE,38,,,0
402052252,,96.02A,,MARSEILLE,31,,,0
402053086,CHARCUTERIE SAINTE MARGUERITE,15.1F,,MARSEILLE,31,,,0
402066732,,55.3A,,MARSEILLE,31,,,0
402078729,DERIN ET SEGUELA,36.1A,,MARSEILLE 3,31,,,0
402095434,,70.22Z,,MARSEILLE,31,,,0
402095434,,70.22Z,,MARSEILLE,31,,,0
402096127,,85.51Z,,MARSEILLE,31,,,0
402117139,,32.12Z,,MARSEILLE,31,,,0
402117139,,32.12Z,,MARSEILLE,31,,,0
402140685,SCI LA MAISON  DES FRERES,68.20B,,MARSEILLE 5,31,,,0
402145205,,45.20A,,MARSEILLE,31,,,0
402151070,,60.2L,,MARSEILLE 15,31,,,0
402151351,,43.34Z,,AIX-EN-PROVENCE,31,,,0
402153332,,52.6E,,MARSEILLE,31,,,0
402161871,,69.20Z,,MARSEILLE,31,,,0
402179295,AGENCE MARSEILLE FUNERAIRE,96.03Z,,MARSEILLE 15,31,,,0
402189336,AZUR AFFICHAGE,73.12Z,,MARSEILLE 15,31,,,0
402202394,ACTIBAT PROVENCE ENTREPRISE GENERALE,43.99C,,AIX-EN-PROVENCE,31,,,0
402209787,CHRISMAX,55.3A,,MARSEILLE,31,,,0
402209787,CHRISMAX,55.3A,,MARSEILLE,31,,,0
402217004,SARL ENTREPRISE GENERALE DE RENOVATION,45.2V,,MARSEILLE 3,31,,,0
402222004,C2R,68.20B,,MARSEILLE,31,,,0
402225023,SYNDIC COPRO SAINTE MADELEINE,81.10Z,,MARSEILLE,42,,,0
402225874,,71.11Z,,MARSEILLE,61,,,0
402240873,SUPERMARCHE DE PROVENCE,52.1C,,MARSEILLE,31,,,0
402266589,ATELIER DECAPAGE 13,45.4M,,MARSEILLE,31,,,0
402266589,ATELIER DECAPAGE 13,45.4M,,MARSEILLE,31,,,0
402267025,GARAGE SAINT JOSEPH,45.20A,,AIX-EN-PROVENCE,31,,,0
402292437,SCI REMIED,68.20B,,MARSEILLE,31,,,0
402292668,SCI LE PERROQUET,68.20A,,MARSEILLE,31,,,0
402301386,TRON DE L AIR,90.01Z,,MARSEILLE,31,,,0
402301550,ASSOCIATION LE MIKADO,93.12Z,,MARSEILLE,31,,,0
402315105,NAJELA,47.71Z,,MARSEILLE 13,31,,,0
402320238,JOURNEES NATIONALES DE DIETETIQUE,85.59A,,MARSEILLE,36,,,0
402320659,,86.90E,,MARSEILLE,31,,,0
402338594,,52.4X,,MARSEILLE,31,,,0
402339774,SCI LES 4G,68.20B,,MARSEILLE,31,,,0
402340723,SCI VICTORIA,68.20A,,MARSEILLE,31,,,0
402348502,,51.1T,,MARSEILLE,31,,,0
402368229,,52.6A,,MARSEILLE,31,,,0
402369201,BAD BOYS CLEANING,74.7Z,,MARSEILLE,31,,,0
402373765,SCI PALMYRE,68.20A,,MARSEILLE 14,31,,,0
402374367,,52.2A,,MARSEILLE 4EME,31,,,0
402378319,SCI BRUMIDA,68.20B,,MARSEILLE,31,,,0
402396154,,52.7D,,AIX-EN-PROVENCE,31,,,0
402398044,LES INTREPIDES,55.10Z,,AIX-EN-PROVENCE,31,,,0
402425037,KALI,56.10C,,MARSEILLE,31,,,0
402449797,,51.1T,,MARSEILLE,31,,,0
402451736,MARILIE,68.20A,,MARSEILLE,31,,,0
402462485,TRI DECHETS SELECTIF SERVICE,94.12Z,,MARSEILLE,31,,,0
402466510,,73.11Z,,MARSEILLE,31,,,0
402468821,TERSUD,74.1G,,MARSEILLE 9,31,,,0
402477038,,90.03A,,MARSEILLE,31,,,0
402492615,,46.17B,,MARSEILLE,31,,,0
402495410,,46.18Z,,MARSEILLE,31,,,0
402511430,,43.34Z,,MARSEILLE,31,,,0
402513410,EURL LAUGIL DIFFISION,70.1F,,MARSEILLE 10,31,,,0
402515167,REALISATIONS MEDITERRANEENNES DU SIGNAL,72.19Z,1-2,AIX-EN-PROVENCE,31,,,0
402516181,,56.10A,,MARSEILLE,31,,,0
402525000,LS SERVICES,82.99Z,250-499,AIX-EN-PROVENCE,31,,,0
402525653,SCI LA COUR PAVEE,68.20B,,MARSEILLE 14,31,,,0
402534176,,52.2A,,MARSEILLE,31,,,0
402536262,ESIME,43.21A,,MARSEILLE 9,31,,,0
402560411,ELFREJEAN,47.61Z,,MARSEILLE 12,31,,,0
402560502,PETERSON,68.31Z,10-19,MARSEILLE,31,,,0
402564082,,43.22A,,MARSEILLE,31,,,0
402564082,,43.22A,,MARSEILLE,31,,,0
402564413,,43.21A,,MARSEILLE,31,,,0
402597173,SCI COCO,68.20A,,MARSEILLE,31,,,0
402597751,,51.1R,,MARSEILLE 13,31,,,0
402598759,SCI LES RESTANQUES,68.20A,,AIX-EN-PROVENCE,31,,,0
402602908,OSVAL,68.20A,,MARSEILLE,31,,,0
402617807,AD2I SARL,71.12B,20-49,AIX-EN-PROVENCE,31,,,1
402617823,,47.81Z,,MARSEILLE,31,,,0
402641203,,46.19B,,MARSEILLE,31,,,0
402642821,,68.20A,,MARSEILLE,31,,,0
402643068,,55.4B,,MARSEILLE,31,,,0
402643837,VETI-CHAUSS,51.4C,,MARSEILLE 12,31,,,0
402646145,DAVELIE,51.4C,,MARSEILLE,31,,,0
402650774,,86.90E,,MARSEILLE,58,,,0
402651798,,86.22C,,MARSEILLE,34,,,0
402653737,,85.1G,,MARSEILLE,64,,,0
402658074,PHARMACIE LA MANSARD,52.3A,,AIX-EN-PROVENCE,31,,,0
402660724,,52.4N,,MARSEILLE,31,,,0
402661425,GRAPH'X SYMPHONY,22.2J,,AIX-EN-PROVENCE,31,,,0
402671309,SCI MARSEILLE LOUVAIN,68.20B,,MARSEILLE,70,,,0
402671929,INTERACTIVE MARKET SYSTEMS,46.51Z,,AIX-EN-PROVENCE,31,,,0
402671929,INTERACTIVE MARKET SYSTEMS,46.51Z,,AIX-EN-PROVENCE,31,,,0
402675862,EXOTIC SUD,51.1R,,MARSEILLE 14EME,31,,,0
402678577,ASSOC PROMOT DEVELOP ARTS DU SPECTACLE,90.02Z,,MARSEILLE,31,,,0
402700520,,86.22C,,MARSEILLE,32,,,0
402700686,,86.22A,,MARSEILLE,32,,,0
402700975,,86.21Z,,MARSEILLE,50,,,0
402707103,,46.19B,,MARSEILLE,31,,,0
402710172,PGP COMMUNICATION,74.1G,,AIX-EN-PROVENCE,31,,,0
402713291,,86.21Z,,MARSEILLE,44,,,0
402713291,,86.21Z,,MARSEILLE,44,,,0
402714141,,86.21Z,1-2,MARSEILLE,31,,,0
402715288,,86.21Z,,MARSEILLE,33,,,0
402716609,,86.90B,,MARSEILLE,41,,,0
402716864,,74.10Z,,MARSEILLE,36,,,0
402717136,,86.22C,,MARSEILLE,58,,,0
402717292,,86.90D,,MARSEILLE,50,,,0
